,Title,Price,Scraped_Time
739,The Lonely Ones,43.59,07-08-26 15:10:08
740,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,07-08-26 15:10:08
741,The Last Painting of Sara de Vos,55.55,07-08-26 15:10:08
742,"The Land of 10,000 Madonnas",29.64,07-08-26 15:10:08
743,The Infinities,27.41,07-08-26 15:10:08
744,The Husband's Secret,52.51,07-08-26 15:10:08
745,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,07-08-26 15:10:08
746,The Guns of August,14.54,07-08-26 15:10:08
747,The Guernsey Literary and Potato Peel Pie Society,49.53,07-08-26 15:10:08
748,The Goldfinch,43.58,07-08-26 15:10:08
749,The Giver (The Giver Quartet #1),12.3,07-08-26 15:10:08
750,The Girl with All the Gifts,49.47,07-08-26 15:10:08
751,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,07-08-26 15:10:08
752,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,07-08-26 15:10:08
753,The Exiled,43.45,07-08-26 15:10:08
754,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,07-08-26 15:10:08
755,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,07-08-26 15:10:08
756,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,07-08-26 15:10:08
757,The Devil Wears Prada (The Devil Wears Prada #1),44.29,07-08-26 15:10:08
758,The Demon-Haunted World: Science as a Candle in the Dark,52.25,07-08-26 15:10:08
759,The Day the Crayons Came Home (Crayons),26.33,07-08-26 15:10:08
760,The Da Vinci Code (Robert Langdon #2),22.96,07-08-26 15:10:09
761,The Cuckoo's Calling (Cormoran Strike #1),19.21,07-08-26 15:10:09
762,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,07-08-26 15:10:09
763,The Complete Poems,41.32,07-08-26 15:10:09
764,The Catcher in the Rye,24.55,07-08-26 15:10:09
765,The Cat in the Hat (Beginner Books B-1),16.26,07-08-26 15:10:09
766,The Case for Christ (Cases for Christianity),47.84,07-08-26 15:10:09
767,The Book Thief,53.49,07-08-26 15:10:09
768,The Book of Basketball: The NBA According to The Sports Guy,44.84,07-08-26 15:10:09
769,The Blind Side: Evolution of a Game,53.71,07-08-26 15:10:09
770,The Autobiography of Malcolm X,23.43,07-08-26 15:10:09
771,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,07-08-26 15:10:09
772,The Art of Fielding,22.1,07-08-26 15:10:09
773,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,07-08-26 15:10:09
774,Stiff: The Curious Lives of Human Cadavers,36.74,07-08-26 15:10:09
775,Spilled Milk: Based on a True Story,49.51,07-08-26 15:10:09
776,Something Borrowed (Darcy & Rachel #1),48.96,07-08-26 15:10:09
777,Something Blue (Darcy & Rachel #2),54.62,07-08-26 15:10:09
778,Soldier (Talon #3),24.72,07-08-26 15:10:09
779,Shopaholic & Baby (Shopaholic #5),46.45,07-08-26 15:10:09
780,Seven Days in the Art World,52.33,07-08-26 15:10:10
781,Seven Brief Lessons on Physics,30.6,07-08-26 15:10:10
782,Scarlet (The Lunar Chronicles #2),14.57,07-08-26 15:10:10
783,Sarah's Key,46.29,07-08-26 15:10:10
784,"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,07-08-26 15:10:10
785,Running with Scissors,12.91,07-08-26 15:10:10
786,Rogue Lawyer (Rogue Lawyer #1),50.11,07-08-26 15:10:10
787,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,07-08-26 15:10:10
788,Rework,44.88,07-08-26 15:10:10
789,Reservations for Two,11.1,07-08-26 15:10:10
790,Red: The True Story of Red Riding Hood,28.54,07-08-26 15:10:10
791,Ready Player One,19.07,07-08-26 15:10:10
792,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,07-08-26 15:10:10
793,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,07-08-26 15:10:10
794,Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,07-08-26 15:10:10
795,Packing for Mars: The Curious Science of Life in the Void,56.68,07-08-26 15:10:10
796,Outliers: The Story of Success,14.16,07-08-26 15:10:10
797,Original Fake,31.45,07-08-26 15:10:10
798,Orange Is the New Black,24.61,07-08-26 15:10:10
799,One for the Money (Stephanie Plum #1),32.87,07-08-26 15:10:10
800,Notes from a Small Island (Notes From a Small Island #1),40.17,07-08-26 15:10:10
801,Night (The Night Trilogy #1),13.51,07-08-26 15:10:10
802,Neither Here nor There: Travels in Europe,38.95,07-08-26 15:10:10
803,Naked,31.69,07-08-26 15:10:10
804,Morning Star (Red Rising #3),29.4,07-08-26 15:10:10
805,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,07-08-26 15:10:10
806,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,07-08-26 15:10:10
807,Me Talk Pretty One Day,57.6,07-08-26 15:10:10
808,Manuscript Found in Accra,34.98,07-08-26 15:10:10
809,Lust & Wonder,11.87,07-08-26 15:10:10
810,Lila (Gilead #3),12.47,07-08-26 15:10:10
811,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,07-08-26 15:10:10
812,Life Without a Recipe,59.04,07-08-26 15:10:10
813,Life After Life,26.13,07-08-26 15:10:10
814,Letter to a Christian Nation,22.2,07-08-26 15:10:10
815,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,07-08-26 15:10:10
816,Legend (Legend #1),43.69,07-08-26 15:10:10
817,"Lean In: Women, Work, and the Will to Lead",25.02,07-08-26 15:10:10
818,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,07-08-26 15:10:10
819,Lady Renegades (Rebel Belle #3),53.04,07-08-26 15:10:10
820,Jurassic Park (Jurassic Park #1),44.97,07-08-26 15:10:11
821,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,07-08-26 15:10:11
822,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,07-08-26 15:10:11
823,Into the Wild,56.7,07-08-26 15:10:11
824,Inferno (Robert Langdon #4),41.0,07-08-26 15:10:11
825,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,07-08-26 15:10:11
826,If I Run (If I Run #1),49.97,07-08-26 15:10:11
827,I've Got Your Number,19.69,07-08-26 15:10:11
828,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,07-08-26 15:10:11
829,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,07-08-26 15:10:11
830,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,07-08-26 15:10:11
831,House of Leaves,54.89,07-08-26 15:10:11
832,Horrible Bear!,37.52,07-08-26 15:10:11
833,Holidays on Ice,51.07,07-08-26 15:10:11
834,Heir to the Sky,44.07,07-08-26 15:10:11
835,Green Eggs and Ham (Beginner Books B-16),10.79,07-08-26 15:10:11
836,"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,07-08-26 15:10:11
837,Gratitude,26.66,07-08-26 15:10:11
838,Gone Girl,37.6,07-08-26 15:10:11
839,Golden (Heart of Dread #3),42.21,07-08-26 15:10:11
840,Girl in the Blue Coat,46.83,07-08-26 15:10:12
841,"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,07-08-26 15:10:12
842,"Friday Night Lights: A Town, a Team, and a Dream",51.22,07-08-26 15:10:12
843,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,07-08-26 15:10:12
844,Fifty Shades Freed (Fifty Shades #3),15.36,07-08-26 15:10:12
845,Fellside,38.62,07-08-26 15:10:12
846,Extreme Prey (Lucas Davenport #26),25.4,07-08-26 15:10:12
847,Eragon (The Inheritance Cycle #1),43.87,07-08-26 15:10:12
848,Eclipse (Twilight #3),18.74,07-08-26 15:10:12
849,Dune (Dune #1),54.86,07-08-26 15:10:12
850,Dracula,52.62,07-08-26 15:10:12
851,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,07-08-26 15:10:12
852,Disrupted: My Misadventure in the Start-Up Bubble,15.28,07-08-26 15:10:12
853,Dead Wake: The Last Crossing of the Lusitania,39.24,07-08-26 15:10:12
854,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,07-08-26 15:10:12
855,Darkfever (Fever #1),56.02,07-08-26 15:10:12
856,Dark Places,23.9,07-08-26 15:10:12
857,Crazy Rich Asians (Crazy Rich Asians #1),49.13,07-08-26 15:10:12
858,Counting Thyme,10.62,07-08-26 15:10:12
859,Cosmos,36.17,07-08-26 15:10:12
860,Civilization and Its Discontents,59.95,07-08-26 15:10:12
861,Cinder (The Lunar Chronicles #1),26.09,07-08-26 15:10:12
862,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,07-08-26 15:10:12
863,Career of Evil (Cormoran Strike #3),24.72,07-08-26 15:10:12
864,Breaking Dawn (Twilight #4),35.28,07-08-26 15:10:12
865,Brave Enough,51.32,07-08-26 15:10:12
866,Boy Meets Boy,21.12,07-08-26 15:10:12
867,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,07-08-26 15:10:12
868,Blink: The Power of Thinking Without Thinking,21.74,07-08-26 15:10:12
869,Black Flags: The Rise of ISIS,40.87,07-08-26 15:10:12
870,"Black Butler, Vol. 1 (Black Butler #1)",49.31,07-08-26 15:10:12
871,Big Little Lies,22.11,07-08-26 15:10:12
872,Between Shades of Gray,20.79,07-08-26 15:10:12
873,Best of My Love (Fool's Gold #20),27.41,07-08-26 15:10:12
874,Beowulf,38.35,07-08-26 15:10:12
875,Beautiful Creatures (Caster Chronicles #1),21.55,07-08-26 15:10:12
876,Awkward,38.02,07-08-26 15:10:12
877,Ash,22.06,07-08-26 15:10:12
878,Are We There Yet?,10.66,07-08-26 15:10:12
879,Are We Smart Enough to Know How Smart Animals Are?,56.58,07-08-26 15:10:12
880,Annie on My Mind,36.83,07-08-26 15:10:13
881,And Then There Were None,35.01,07-08-26 15:10:13
882,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,07-08-26 15:10:13
883,A Visit from the Goon Squad,14.08,07-08-26 15:10:13
884,A Storm of Swords (A Song of Ice and Fire #3),31.22,07-08-26 15:10:13
885,A Heartbreaking Work of Staggering Genius,54.29,07-08-26 15:10:13
886,8 Keys to Mental Health Through Exercise,31.04,07-08-26 15:10:13
887,#GIRLBOSS,50.96,07-08-26 15:10:13
888,"The Suffragettes (Little Black Classics, #96)",11.89,07-08-26 15:10:13
889,The Sense of an Ending,31.38,07-08-26 15:10:13
890,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,07-08-26 15:10:13
891,The Course of Love,16.78,07-08-26 15:10:13
892,Sugar Rush (Offensive Line #2),24.42,07-08-26 15:10:13
893,"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,07-08-26 15:10:13
894,"Run, Spot, Run: The Ethics of Keeping Pets",20.02,07-08-26 15:10:13
895,New Moon (Twilight #2),12.86,07-08-26 15:10:13
896,Life,31.58,07-08-26 15:10:13
897,Kindle Paperwhite User's Guide,34.0,07-08-26 15:10:13
898,H is for Hawk,57.42,07-08-26 15:10:13
899,Girl Online On Tour (Girl Online #2),53.47,07-08-26 15:10:13
900,"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,07-08-26 15:10:14
901,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,07-08-26 15:10:14
902,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,07-08-26 15:10:14
903,While You Were Mine,41.32,07-08-26 15:10:14
904,Where Lightning Strikes (Bleeding Stars #3),39.77,07-08-26 15:10:14
905,When I'm Gone,51.96,07-08-26 15:10:14
906,Ways of Seeing,39.51,07-08-26 15:10:14
907,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,07-08-26 15:10:14
908,Vampire Girl (Vampire Girl #1),53.82,07-08-26 15:10:14
909,Twenty Love Poems and a Song of Despair,30.95,07-08-26 15:10:14
910,Travels with Charley: In Search of America,57.82,07-08-26 15:10:14
911,Three Wishes (River of Time: California #1),44.18,07-08-26 15:10:14
912,This One Moment (Pushing Limits #1),48.71,07-08-26 15:10:14
913,The Zombie Room,19.69,07-08-26 15:10:14
914,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,07-08-26 15:10:14
915,The Tumor,41.56,07-08-26 15:10:14
916,The Story of Hong Gildong,43.19,07-08-26 15:10:14
917,The Silent Wife,12.34,07-08-26 15:10:14
918,The Silent Twin (Detective Jennifer Knight #3),36.25,07-08-26 15:10:14
919,The Selfish Gene,29.45,07-08-26 15:10:14
920,The Secret Healer,34.56,07-08-26 15:10:15
921,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,07-08-26 15:10:15
922,The Republic,33.78,07-08-26 15:10:15
923,The Odyssey,29.64,07-08-26 15:10:15
924,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,07-08-26 15:10:15
925,The Nicomachean Ethics,36.34,07-08-26 15:10:15
926,The Name of the Wind (The Kingkiller Chronicle #1),50.59,07-08-26 15:10:15
927,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,07-08-26 15:10:15
928,The Little Prince,45.42,07-08-26 15:10:15
929,The Light of the Fireflies,54.43,07-08-26 15:10:15
930,The Last Girl (The Dominion Trilogy #1),36.26,07-08-26 15:10:15
931,The Iliad,16.16,07-08-26 15:10:15
932,The Hook Up (Game On #1),36.29,07-08-26 15:10:15
933,The Haters,27.89,07-08-26 15:10:15
934,The Girl You Lost,12.29,07-08-26 15:10:15
935,The Girl In The Ice (DCI Erika Foster #1),15.85,07-08-26 15:10:15
936,The End of the Jesus Era (An Investigation #1),14.4,07-08-26 15:10:15
937,The Edge of Reason (Bridget Jones #2),19.18,07-08-26 15:10:15
938,The Complete Maus (Maus #1-2),10.64,07-08-26 15:10:15
939,The Communist Manifesto,14.76,07-08-26 15:10:15
940,The Bhagavad Gita,57.49,07-08-26 15:10:15
941,The Bette Davis Club,30.66,07-08-26 15:10:15
942,The Art of Not Breathing,40.83,07-08-26 15:10:15
943,Taking Shots (Assassins #1),18.88,07-08-26 15:10:15
944,Starlark,25.83,07-08-26 15:10:15
945,"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,07-08-26 15:10:15
946,Sister Sable (The Mad Queen #1),13.33,07-08-26 15:10:15
947,Shatter Me (Shatter Me #1),42.4,07-08-26 15:10:15
948,Shameless,58.35,07-08-26 15:10:15
949,Shadow Rites (Jane Yellowrock #10),21.72,07-08-26 15:10:15
950,Settling the Score (The Summer Games #1),44.91,07-08-26 15:10:15
951,Sense and Sensibility,37.46,07-08-26 15:10:15
952,"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,07-08-26 15:10:15
953,"Rhythm, Chord & Malykhin",28.34,07-08-26 15:10:15
954,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,07-08-26 15:10:15
955,Paradise Lost (Paradise #1),24.96,07-08-26 15:10:15
956,"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,07-08-26 15:10:15
957,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,07-08-26 15:10:15
958,Origins (Alphas 0.5),28.99,07-08-26 15:10:15
959,One Second (Seven #7),52.94,07-08-26 15:10:15
960,On the Road (Duluoz Legend),32.36,07-08-26 15:10:16
961,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,07-08-26 15:10:16
962,Off Sides (Off #1),39.45,07-08-26 15:10:16
963,Of Mice and Men,47.11,07-08-26 15:10:16
964,Myriad (Prentor #1),58.75,07-08-26 15:10:16
965,My Perfect Mistake (Over the Top #1),38.92,07-08-26 15:10:16
966,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,07-08-26 15:10:16
967,Meditations,25.89,07-08-26 15:10:16
968,Matilda,28.34,07-08-26 15:10:16
969,Lost Among the Living,27.7,07-08-26 15:10:16
970,Lord of the Flies,24.89,07-08-26 15:10:16
971,Listen to Me (Fusion #1),58.99,07-08-26 15:10:16
972,Kitchens of the Great Midwest,57.2,07-08-26 15:10:16
973,Jane Eyre,38.43,07-08-26 15:10:16
974,Imperfect Harmony,34.74,07-08-26 15:10:16
975,Icing (Aces Hockey #2),40.44,07-08-26 15:10:16
976,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,07-08-26 15:10:16
977,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,07-08-26 15:10:16
978,"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,07-08-26 15:10:16
979,"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,07-08-26 15:10:16
980,Frankenstein,38.0,07-08-26 15:10:17
981,Forever Rockers (The Rocker #12),28.8,07-08-26 15:10:17
982,Fighting Fate (Fighting #6),39.24,07-08-26 15:10:17
983,Emma,32.93,07-08-26 15:10:17
984,"Eat, Pray, Love",51.32,07-08-26 15:10:17
985,Deep Under (Walker Security #1),47.09,07-08-26 15:10:17
986,Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,07-08-26 15:10:17
987,Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,07-08-26 15:10:17
988,Charity's Cross (Charles Towne Belles #4),41.24,07-08-26 15:10:17
989,Bright Lines,39.07,07-08-26 15:10:17
990,Bridget Jones's Diary (Bridget Jones #1),29.82,07-08-26 15:10:17
991,Bounty (Colorado Mountain #7),37.26,07-08-26 15:10:17
992,Blood Defense (Samantha Brinkman #1),20.3,07-08-26 15:10:17
993,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,07-08-26 15:10:17
994,Beyond Good and Evil,43.38,07-08-26 15:10:17
995,Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,07-08-26 15:10:17
996,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,07-08-26 15:10:17
997,A Spy's Devotion (The Regency Spies of London #1),16.97,07-08-26 15:10:17
998,1st to Die (Women's Murder Club #1),53.98,07-08-26 15:10:17
999,"1,000 Places to See Before You Die",26.08,07-08-26 15:10:17
